seller_id,total_revenue,order_count,avg_review_score,avg_freight,seller_state,seller_city,late_pct,ontime_pct,revenue_rank
4869f7a5dfa277a7dca6462dcf3b52b2,226987.93,1124,4.139473684210526,17.43826655052265,SP,guariba,0.11585365853658537,88.41463414634147,1
53243585a1d6dc2643021fd1853d8905,217940.44,348,4.128140703517588,32.14145,BA,lauro de freitas,0.04,96.0,2
4a3ca9315b744ce9f8e9374361493884,199408.32,1772,3.8286300667008724,17.611598173515983,SP,ibitinga,0.1095890410958904,89.04109589041096,3
fa1c13f2614d7b5c4749cbc52fecda94,190917.13999999998,578,4.373913043478261,17.126701208981004,SP,sumare,0.10189982728842832,89.81001727115718,4
7c67e1448b00f6e969d365cea6b010ab,188063.83000000002,973,3.35419734904271,37.7607906295754,SP,itaquaquecetuba,0.095900439238653,90.4099560761347,5
7e93a43ef30c4f03f38b393420bc753a,165981.49,319,4.364485981308412,18.60888198757764,SP,barueri,0.055900621118012424,94.40993788819875,6
da8622b14eb17ae2831f4ac5b9dab84a,162303.67,1311,4.075399361022364,16.087396562698917,SP,piracicaba,0.07256524506683641,92.74347549331637,7
7a67c85e85bb2ce8582c35f2203ad736,140238.65,1145,4.268462206776716,17.834572907679036,SP,sao paulo,0.058671268334771355,94.13287316652287,8
1025f0e2d44d7041d6cf58b6550e0bfa,139720.16,910,3.8677918424753868,23.714665271966528,SP,sao paulo,0.09135285913528592,90.86471408647141,9
955fee9216a65b617aa5c0531780ce60,131906.71,1261,4.08948087431694,16.81950474898236,SP,sao paulo,0.0807327001356852,91.92672998643148,10
46dc3b2cc0980fb8ec44634e21d2718e,122811.38,503,4.263565891472868,21.704588910133843,RJ,rio de janeiro,0.06309751434034416,93.69024856596559,11
6560211a19b47992c3666cc44a7e94c0,120983.82,1819,3.9516372795969774,13.705034965034965,SP,sao paulo,0.06243756243756244,93.75624375624375,12
620c87c171fb2a6dd6e8bb4dec959fc6,112970.9,722,4.2684824902723735,17.738711734693876,RJ,petropolis,0.09566326530612244,90.43367346938776,13
7d13fca15225358621be4086e1eb0964,112436.18000000001,558,4.017605633802817,14.883169877408058,SP,ribeirao preto,0.1190893169877408,88.09106830122592,14
5dceca129747e92ff8ef7a997dc4f8ca,111126.73,322,4.017699115044247,39.580728862973764,SP,santa barbara d´oeste,0.05830903790087463,94.16909620991254,15
1f50f920176fa81dab994f9023523100,107147.91,1399,3.9875454073689673,18.200041343669252,SP,sao jose do rio preto,0.09509043927648579,90.49095607235142,16
cc419e0650a3c5ba77189a1882b7556a,103152.56,1651,4.145868945868946,14.461847640704946,SP,santo andre,0.06026151222285389,93.97384877771461,17
a1043bafd471dff536d0c462352beb48,99309.23,702,4.246666666666667,41.36105053191489,MG,ilicinea,0.05585106382978723,94.41489361702128,18
3d871de0142ce09b7081e2b9d1733cb1,93456.4,1064,4.150892857142857,19.541554770318022,SP,campo limpo paulista,0.05918727915194346,94.08127208480566,19
edb1ef5e36e0c8cd84eb3c9b003e486d,79144.90000000001,165,4.454022988505747,22.33471264367816,RJ,teresopolis,0.07471264367816093,92.52873563218391,20
ccc4bbb5f32a6ab2b7066a4130f114e3,72926.72,184,4.319148936170213,27.3789417989418,PR,curitiba,0.07407407407407407,92.5925925925926,21
f7ba60f8c3f99e7ee4042fdef03b70c4,68455.0,218,4.225108225108225,18.843852813852816,SP,sao bernardo do campo,0.1645021645021645,83.54978354978356,22
fe2032dab1a61af8794248c8196565c9,65689.71,293,4.395348837209302,15.44554098360656,SP,campinas,0.08524590163934426,91.47540983606557,23
8581055ce74af1daba164fdbd55a40de,64919.67,380,4.266203703703703,22.10011547344111,SP,guarulhos,0.09953703703703703,90.0462962962963,24
cca3071e3e9bb7d12640c9fbe2301306,64655.23,699,3.885225885225885,17.27811004784689,SP,ibitinga,0.05263157894736842,94.73684210526316,25
04308b1ee57b6625f47df1d56f00eedf,58991.799999999996,92,3.9456521739130435,32.05239130434783,SC,bombinhas,0.11956521739130435,88.04347826086956,26
522620dcb18a6b31cd7bdf73665113a9,56690.49,172,3.914285714285714,25.748146067415732,PR,cascavel,0.10112359550561797,89.8876404494382,27
37be5a7c751166fbc5f8ccba4119e043,55525.54,269,4.311827956989247,21.69645390070922,SP,sao paulo,0.024822695035460994,97.51773049645391,28
de722cd6dad950a92b7d4f82673f8833,55126.3,337,4.167553191489362,25.597586206896548,PE,recife,0.03978779840848806,96.0212201591512,29
25c5c91f63607446a97b143d2d535d31,54951.52,156,3.7185185185185183,26.20321033210332,MG,itauna,0.05904059040590406,94.0959409594096,30
7ddcbb64b5bc1ef36ca8c151f6ec77df,54630.65,325,3.9728915662650603,23.24758208955224,SP,sao paulo,0.08358208955223881,91.64179104477613,31
17e34d8224d27a541263c4c64b11a56b,54440.28,247,4.2015503875969,19.57773076923077,SP,riberao preto,0.08076923076923077,91.92307692307692,32
218d46b86c1881d022bce9c68a7d4b15,53950.3,382,4.174224343675418,17.737149643705465,SP,ribeirao preto,0.09026128266033254,90.97387173396675,33
e882b2a25a10b9c057cc49695f222c19,52774.27,57,4.6,50.507,RJ,teresopolis,0.0,100.0,34
ceaec5548eefc6e23e6607c5435102e7,51478.18,198,4.201970443349754,29.978398058252427,SP,sao paulo,0.05825242718446602,94.1747572815534,35
f5a590cf36251cf1162ea35bef76fe84,51232.78,113,4.279661016949152,35.03542372881356,SP,sao bernardo do campo,0.1016949152542373,89.83050847457628,36
2bf6a2c1e71bbd29a4ad64e6d3c3629f,50628.9,30,4.193548387096774,32.27709677419355,RJ,nova friburgo,0.0967741935483871,90.32258064516128,37
f8db351d8c4c4c22c6835c19a46f01b0,50183.4,659,4.2510518934081345,17.358673184357542,SP,salto,0.05865921787709497,94.1340782122905,38
b2ba3715d723d245138f291a6fe42594,49302.18,324,4.204610951008646,17.9842,SP,sao paulo,0.08571428571428572,91.42857142857143,39
17f51e7198701186712e53a39c564617,48019.0,56,4.344262295081967,160.54803278688524,SP,sao paulo,0.08196721311475409,91.80327868852459,40
8160255418d5aaa7dbdc9f4c64ebda44,46648.090000000004,380,3.862559241706161,18.210983606557377,SP,ibitinga,0.17798594847775176,82.20140515222482,41
966cb4760537b1404caedd472cc610a5,46528.25,67,4.117647058823529,22.30676470588235,SP,diadema,0.029411764705882353,97.05882352941177,42
77530e9772f57a62c906e1c21538ab82,46222.6,312,4.0859375,21.699635416666666,PR,curitiba,0.11458333333333333,88.54166666666666,43
4e922959ae960d389249c378d1c939f5,45338.42,412,3.9027149321266967,16.02506726457399,SP,jacarei,0.10762331838565023,89.23766816143498,44
850f4f8af5ea87287ac68de36e29107f,45285.37,186,4.288770053475936,16.21649214659686,SP,sao paulo,0.06282722513089005,93.717277486911,45
c826c40d7b19f62a09e2d7c5e7295ee2,44653.04,346,4.09065934065934,14.914054794520549,SP,guarulhos,0.09041095890410959,90.95890410958904,46
b33e7c55446eabf8fe1a42d037ac7d6d,44215.17,149,4.190789473684211,17.476184210526316,SP,pradopolis,0.13157894736842105,86.8421052631579,47
ba90964cff9b9e0e6f32b23b82465f7b,44212.5,38,4.421052631578948,34.5,SP,guarulhos,0.05263157894736842,94.73684210526316,48
c3cfdc648177fdbbbb35635a37472c53,43966.58,278,4.447284345047923,19.821687898089174,PR,curitiba,0.022292993630573247,97.77070063694268,49
eeb6de78f79159600292e314a77cbd18,43510.84,82,4.421686746987952,36.09698795180723,SC,lages,0.03614457831325301,96.3855421686747,50
4d6d651bd7684af3fffabd5f08d12e5a,43317.9,363,4.205128205128205,20.002506393861893,SP,jau,0.04603580562659847,95.39641943734016,51
b839e41795b7f3ad94cc2014a52f6796,42829.0,33,4.027777777777778,25.58138888888889,SP,sao caetano do sul,0.027777777777777776,97.22222222222221,52
e9779976487b77c6d4ac45f75ec7afe9,42327.18,645,4.205163043478261,13.525453315290934,SP,praia grande,0.07442489851150202,92.5575101488498,53
d91fb3b7d041e83b64a00a3edfb37e4f,41272.38,524,4.143636363636364,17.232906137184116,SP,praia grande,0.061371841155234655,93.86281588447653,54
17a053fcb14bd219540cbde0df490be0,40753.14,124,4.2312925170068025,59.306644295302014,SP,mogi guacu,0.08053691275167785,91.94630872483222,55
391fc6631aebcf3004804e51b40bcf1e,40067.23,521,3.970684039087948,16.646187399030694,SP,ibitinga,0.09693053311793215,90.30694668820678,56
834f3294fba9f932f56edc879193f925,39907.5,66,4.545454545454546,65.15030303030304,SP,araraquara,0.06060606060606061,93.93939393939394,57
712e6ed8aa4aa1fa65dab41fed5737e4,39477.0,77,3.4705882352941178,78.90639534883721,SC,videira,0.20930232558139536,79.06976744186046,58
